player_name,career_total_runs,playing_role,batting_style,bowling_style,player_id,field_pos,player_image,full_name,country,date_of_birth,total_runs_test,matches_test,batting_average_test,strike_rate_test,centuries_test,half_centuries_test,wickets_test,economy_test,bowling_average_test,total_runs_odi,matches_odi,batting_average_odi,strike_rate_odi,centuries_odi,half_centuries_odi,wickets_odi,economy_odi,bowling_average_odi,total_runs_t20i,matches_t20i,batting_average_t20i,strike_rate_t20i,centuries_t20i,half_centuries_t20i,wickets_t20i,economy_t20i,bowling_average_t20i,career_total_runs2,career_total_wickets,catches,stumpings,formats_played,played_since_year
Aditya Prakash Tare,,,Right hand Bat, ,177,Wicketkeeper,,Player_74,South Africa,17-08-2014,11551,174,52.64,102.73,16,36,339,5.79,41.02,7520,367,18.41,142.87,47,21,795,2.4,45.27,470,9,51.47,140.59,33,84,690,6.3,36.5,19541,1824,468,4,Test,2021
Baba Indrajith,,,Right hand Bat,Legbreak Googly,7539, ,,Player_75,England,01-07-2010,4873,289,21.28,140.64,19,26,346,8.84,18.9,9611,83,51.68,130.43,37,15,385,5.9,35.72,6597,164,44.78,139.9,8,5,79,2.48,19.68,21081,810,229,11,ODI,2003
Tom Banton,,,Right hand Bat, ,4063,Wicketkeeper,,Player_76,Zimbabwe,19-02-2007,13327,192,28.85,66.39,15,54,645,4.72,30.01,5409,142,19.76,66.31,21,90,248,4.84,40.97,11208,214,38.75,60.22,6,23,56,6.44,26.17,29944,949,238,6,"T20I,ODI",2018
Kuldip Yadav,,,Left hand Bat,Left arm Fast medium,6115, ,,Player_77,West Indies,13-03-2003,4806,310,33.09,114.28,45,28,346,8.96,38.06,9670,351,54.63,74.92,42,59,110,4.01,46.71,10246,125,19.46,64.29,29,52,365,8.33,38.43,24722,821,274,40,"ODI,Test",2004
Anukul Sudhakar Roy,,,Left hand Bat,Slow Left arm Orthodox,3649, ,,Player_78,New Zealand,16-05-2011,8592,118,34.05,130.99,42,19,648,2.71,22.68,12106,32,32.93,84.19,22,59,93,7.56,46.86,12475,266,40.17,136.2,17,94,307,6.59,45.49,33173,1048,493,1,"ODI,Test",2015
Masood Shahrukh Khan,,,Right hand Bat,Right arm Offbreak,5407, ,,Player_79,Ireland,02-03-1985,12182,217,31.76,144.74,6,24,244,8.21,44.34,11934,151,43.85,66.83,48,9,409,8.16,28.51,10243,279,11.57,89.89,26,82,173,4.12,47.34,34359,826,142,24,"Test,ODI,T20I",2002
Mitchell Ross Marsh,,,Right hand Bat,Right arm Medium,4960, ,,Player_80,England,10-12-1988,5913,113,56.87,83.73,15,69,108,8.78,25.52,13439,157,34.86,108.17,3,24,178,3.96,48.48,13956,87,15.94,66.93,15,75,461,7.34,34.01,33308,747,69,9,"Test,ODI",2010
Romario Shepherd,,,Right hand Bat,Right arm Fast medium,6761, ,https://www.espncricinfo.com/cricketers/romario-shepherd-677077,Player_81,India,28-10-1981,7124,144,45.3,122.5,44,62,798,3.45,38.87,7869,140,14.7,147.55,28,30,46,2.4,18.8,2954,113,25.59,101.07,20,77,749,4.89,35.46,17947,1593,444,37,Test,2024
Rahmanullah Gurbaz,,,Right hand Bat, ,8321,Wicketkeeper,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,Player_82,England,20-06-1991,3157,25,41.56,103.88,46,35,532,5.44,30.97,2956,250,24.54,126.15,14,20,793,8.79,30.06,1148,20,32.19,91.67,4,49,677,6.36,44.66,7261,2002,311,43,"Test,T20I",2021
Sean Anthony Abbott,,,Right hand Bat,Right arm Fast medium,7751, ,,Player_83,South Africa,02-11-1981,12537,135,12.49,56.06,47,1,89,3.32,37.07,7710,302,59.19,92.34,0,90,603,2.08,46.67,3086,147,16.03,71.92,28,11,595,5.9,35.2,23333,1287,393,5,"Test,ODI",2014
Obed  Christopher McCoy,,,Left hand Bat,Left arm Fast medium,7302, ,,Player_84,England,27-10-2007,390,302,55.2,119,26,21,295,7.65,21.44,6017,111,58.04,50.45,29,80,375,9.5,26.79,9151,244,16,122.08,46,55,492,5.05,34.54,15558,1162,173,26,T20I,2018
Praveen Dubey,,,Right hand Bat,Legbreak Googly,4970, ,,Player_85,India,22-10-2013,12045,231,55.47,119.01,22,95,111,6.28,18.54,9574,143,26.02,81.33,28,32,723,7.02,26.74,14860,265,46.29,113.13,36,14,559,7.75,46.96,36479,1393,335,34,"ODI,T20I,Test",2020
Mukesh Kumar,,,Right hand Bat,Right arm Medium,8355, ,https://www.espncricinfo.com/cricketers/mukesh-kumar-926851,Player_86,South Africa,22-07-1998,4430,368,49.01,143.06,23,15,588,7.08,47.11,10766,208,59.81,102.68,19,30,586,4.57,27.68,629,216,38.49,59.97,42,82,638,9.07,43.28,15825,1812,108,9,"T20I,ODI",2023
Dale Willem Steyn,,,Right hand Bat,Right arm Fast,3451, ,,Player_87,Afghanistan,23-12-2010,8820,75,10.35,99.73,8,17,176,3.57,26.63,3384,223,52.28,82.43,32,89,201,3.97,37.59,7407,239,36.69,142.54,21,91,680,2.04,47.09,19611,1057,202,8,"T20I,ODI,Test",2013
Riley Patrick Meredith,,,Right hand Bat,Right arm Fast,5411, ,,Player_88,Sri Lanka,22-09-2000,7686,327,12.86,73.03,34,68,342,3.69,44.23,14410,42,40.55,61.1,40,20,444,2.07,32.03,774,398,32.62,105.85,13,39,373,9.47,24.98,22870,1159,184,19,"Test,T20I,ODI",2015
Jason Omar Holder,,,Right hand Bat,Right arm Medium fast,4098, ,,Player_89,Sri Lanka,13-10-2001,4232,344,21.26,54.46,19,53,659,2.33,49.98,9761,263,12.01,94.28,43,35,296,3.88,41.26,8551,231,58.83,75.02,18,40,348,6.09,34.78,22544,1303,290,36,"T20I,Test,ODI",2023
Ravisrinivasan Sai Kishore,,,Left hand Bat,Slow Left arm Orthodox,7895, ,,Player_90,Ireland,11-01-1994,11122,301,16.57,91.56,36,99,100,4.58,24.77,10086,243,55.07,75.33,35,64,307,3.1,46.64,8709,231,12.49,70.63,34,68,66,7.61,44.96,29917,473,327,34,T20I,2005
Ricky Kannakumar Bhui,,,Right hand Bat,Legbreak Googly,1805, ,,Player_91,Bangladesh,17-04-1995,8007,288,29.94,80.19,41,29,757,6.48,26.49,10435,2,37.87,140.92,21,3,722,6.9,39.57,1343,241,19.03,63.59,23,68,329,8.84,21.56,19785,1808,91,36,"T20I,Test,ODI",2004
Aiden Kyle Markram,,,Right hand Bat,Right arm Offbreak,6054, ,,Player_92,Afghanistan,18-04-2015,1521,0,56.13,126.11,16,44,628,8.86,39.21,10058,124,53.42,60.18,12,67,492,3.33,24.54,7398,189,42.38,92.46,41,5,193,5.74,43.43,18977,1313,258,39,"Test,ODI,T20I",2020
Akash Deep,,,Right hand Bat,Right arm Fast medium,6710, ,https://www.espncricinfo.com/cricketers/akash-deep-1176959,Player_93,Afghanistan,29-01-1993,9018,146,33.6,85.43,46,18,603,7.34,48.89,28,267,51.72,54.92,6,89,337,6.23,47.85,10161,389,16.82,63.55,5,86,154,8.68,23.86,19207,1094,321,7,ODI,2016
Kona Srikar Bharat,,,Right hand Bat, ,5976,Wicketkeeper,,Player_94,Zimbabwe,05-09-1990,13014,286,10.67,144.91,30,86,400,5.48,47.31,8897,83,51.65,50.53,7,3,645,6.72,26.46,7197,228,39.47,91.58,2,66,159,3.42,43.86,29108,1204,436,45,"ODI,T20I,Test",2015
Namboori Thakur Tilak Varma,,,Left hand Bat,Right arm Offbreak,6681, ,,Player_95,England,13-04-1998,1500,141,24.14,146.23,7,33,27,9.62,34.09,9212,15,44.91,82.81,27,8,65,4.38,22.8,5016,65,38.39,64.88,33,32,695,3.27,37.58,15728,787,205,30,"Test,T20I,ODI",2001
Ruturaj Dashrat Gaikwad,,,Right hand Bat,Right arm Offbreak,4119, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Ruturaj%20Gaikwad.png,Player_96,Sri Lanka,21-07-2017,6737,52,12.23,112.09,14,12,536,7.75,43.44,10255,333,24.57,116.04,44,29,791,2.28,20.88,11419,377,58.55,115.68,44,42,265,7.26,24.18,28411,1592,51,48,ODI,2010
Abhinav Manohar,,,Right hand Bat,Legbreak Googly,6739, ,https://www.espncricinfo.com/cricketers/abhinav-manohar-778963,Player_97,India,11-02-1999,3294,303,11.81,142.87,30,42,57,9.44,22.34,9638,58,26.81,123.04,42,44,421,2.3,36.03,7797,387,54.17,128.52,49,20,167,8.96,33.15,20729,645,348,42,T20I,2003
Fazalhaq Farooqi,,,Right hand Bat,Left arm Fast medium,7843, ,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,Player_98,Pakistan,05-01-2021,5085,68,23.79,126.09,29,61,497,6.22,49.28,7756,176,25.42,95.33,8,3,539,2.21,21.64,2899,278,57.28,104.95,1,83,144,9.14,39.82,15740,1180,180,15,"T20I,Test",2005
Kuldeep Rampal Sen,,,Right hand Bat,Right arm Fast,7083, ,,Player_99,Pakistan,16-06-1997,2419,360,23.78,104.69,45,92,296,4.07,48.86,6948,62,11,118.43,24,68,628,7.91,22.44,934,268,15.68,118.01,14,64,185,7.15,38.28,10301,1109,437,27,"Test,ODI",2006
Prabhsimran Singh,,,Right hand Bat, ,3747,Wicketkeeper,https://www.espncricinfo.com/cricketers/prabhsimran-singh-1161024,Player_100,South Africa,07-06-1981,9126,89,49.36,68.03,19,99,133,2.42,23.24,11856,48,39.13,85.99,15,22,492,4.54,27.6,1986,208,53.41,143.84,36,16,773,6.2,31.67,22968,1398,302,5,"ODI,T20I",2016
Marco Jansen,,,Right hand Bat,Left arm Medium fast,5343, ,https://www.espncricinfo.com/cricketers/marco-jansen-696401,Player_101,Sri Lanka,21-07-1986,3042,219,58.74,95.86,38,21,330,7.81,27.58,11179,306,44.94,116.78,9,15,316,8.37,27.01,4996,15,16.45,113.84,14,92,422,4.65,46.78,19217,1068,2,31,"T20I,Test,ODI",2007
Fabian Anthony Allen,,,Right hand Bat,Slow Left arm Orthodox,5629, ,,Player_102,Sri Lanka,18-12-2010,4497,191,28.56,106.09,11,51,248,2.97,21.2,5755,245,52.69,54.06,10,21,625,5.45,37.34,14016,296,41.65,86.42,31,7,785,9.84,34.62,24268,1658,448,27,"Test,ODI,T20I",2000
Anuj Rawat,,,Left hand Bat, ,5935, ,https://www.espncricinfo.com/cricketers/anuj-rawat-1123073,Player_103,Ireland,06-02-1987,1466,62,31.44,136.4,48,51,549,4.42,26.69,3602,288,17.01,89.08,30,71,74,5.62,44.14,6542,219,46,94.95,20,63,456,4.56,34.19,11610,1079,398,10,"ODI,Test,T20I",2024
Morawakage Maheesh Theekshana,,,Right hand Bat,Right arm Offbreak,7017, ,,Player_104,Pakistan,26-10-2007,3561,72,52.24,98.13,16,35,74,6.26,44.11,5062,285,37.21,129.08,11,47,713,6.1,42.36,5465,256,18.04,136.05,16,89,344,7.95,19.99,14088,1131,83,41,ODI,2014
Jofra Chioke Archer,,,Right hand Bat,Right arm Fast,1833, ,,Player_105,Sri Lanka,28-08-2016,614,160,23.41,139.77,41,72,653,6.52,30.11,11877,331,10.4,130.3,30,61,58,7.7,26.4,13506,366,41.63,63.07,33,27,734,6.26,47.51,25997,1445,213,22,"T20I,Test,ODI",2019
David Jonathan Willey,,,Left hand Bat,Left arm Fast medium,2142, ,,Player_106,Ireland,25-03-2007,5392,168,17.82,117.43,29,18,167,6.8,20.83,8071,14,14.75,121.61,13,96,385,4.19,25.85,6311,267,12.62,82.57,31,97,553,6.87,23.67,19774,1105,33,29,"Test,T20I",2011
Prithvi Pankaj Shaw,,,Right hand Bat,Right arm Offbreak,1849, ,,Player_107,England,02-09-2018,7693,88,52.65,63.7,28,37,770,3.33,28.95,7244,337,12.71,70.42,43,59,14,2.97,48.91,8568,228,24.66,107.73,49,89,515,5.15,34.91,23505,1299,49,8,ODI,2014
Umran Malik,,,Right hand Bat,Right arm Fast,6017, ,,Player_108,New Zealand,28-10-1999,9374,175,12.33,149.5,18,69,502,5.04,49.4,6372,254,46.27,74.72,31,79,230,6.45,18.26,11752,118,56.06,117.64,46,12,787,9.72,43.71,27498,1519,288,27,Test,2022
Shreevats Pratyush Goswami,,,Left hand Bat, ,2295,Wicketkeeper,,Player_109,Zimbabwe,29-12-1998,3223,268,40.98,102.72,45,78,354,6.94,38.15,7105,91,14.05,149.61,49,4,616,4.62,46.15,9966,177,18.59,126.35,22,12,795,6.57,24.89,20294,1765,328,23,T20I,2021
Harry Frederick Gurney,,,Right hand Bat,Left arm Fast medium,3156, ,,Player_110,Australia,18-09-2008,7138,72,38.1,89.19,10,56,224,9.76,31.32,11560,278,45.82,60.34,16,79,676,5.54,24.39,1505,19,13.26,81.82,34,37,704,9.5,34.88,20203,1604,258,27,"ODI,Test",2014
Colin Alexander Ingram,,,Left hand Bat,Legbreak,2743,Wicketkeeper,,Player_111,Afghanistan,12-12-1996,2667,244,27.3,115.91,33,19,663,7.82,23.33,3581,205,22.48,68.07,34,6,198,7.18,48.31,5363,35,32.18,64.59,36,24,103,2.06,25.7,11611,964,257,23,"ODI,Test",2008
Mukesh Choudhary,,,Left hand Bat,Left arm Medium,6798, ,https://www.espncricinfo.com/cricketers/mukesh-choudhary-1125688,Player_112,Bangladesh,07-05-1994,14523,76,25.76,60.89,49,8,530,9.38,49.56,2762,93,53.89,63,0,50,353,5.95,28.95,10846,334,52.53,145.48,42,61,246,6.58,42.31,28131,1129,387,14,"ODI,T20I",2015
Siddhesh Dinesh Lad,,,Right hand Bat,Right arm Offbreak,3214, ,,Player_113,South Africa,14-08-2008,7980,158,48.59,113.65,6,31,145,8.1,44.27,12229,224,50.66,82.77,28,64,34,6.96,32.09,1010,107,13.83,57.64,40,22,22,7.74,36.06,21219,201,271,38,T20I,2001
Joshua Brian Little,,,Right hand Bat,Left arm Fast medium,8305, ,,Player_114,New Zealand,08-09-2008,13409,323,14.32,99.82,43,3,240,6.73,27.01,572,300,57.89,71.02,3,8,161,6.35,40.63,14924,188,27.78,59.58,36,85,524,7.96,45.39,28905,925,181,49,T20I,2014
Matheesha Pathirana,,,Right hand Bat,Right arm Fast,8007, ,https://www.espncricinfo.com/cricketers/matheesha-pathirana-1194795,Player_115,Zimbabwe,06-08-2016,130,97,21.84,90.67,33,49,343,3.54,20.24,7705,317,54.19,99.77,22,81,756,7.92,36.81,13482,177,54.99,99.49,32,20,143,9.24,46.63,21317,1242,32,32,"Test,T20I,ODI",2014
Shivam Dube,,,Left hand Bat,Right arm Medium,2701, ,https://www.espncricinfo.com/cricketers/shivam-dube-714451,Player_116,Zimbabwe,11-10-1997,13482,380,46.62,145.3,19,81,748,7.33,19.81,13894,198,56.67,97.6,27,44,798,7.65,28.17,3477,95,15.91,131.93,24,53,729,2.04,38.76,30853,2275,264,46,"ODI,T20I,Test",2006
Sudhesan Midhun,,,Right hand Bat,Legbreak Googly,3145, ,,Player_117,Zimbabwe,07-12-2013,2983,101,37.42,102.25,49,4,34,6.99,21.85,12280,270,52.94,140.15,15,46,470,6.27,35.72,7741,314,25.53,127.45,45,62,694,2,41.21,23004,1198,312,33,"Test,T20I",2020
Carl Junior Dala,,,Right hand Bat,Right arm Medium,2353, ,,Player_118,Zimbabwe,18-11-1987,4278,131,16.4,71.91,37,19,701,6.82,36.58,614,233,44.67,53.47,11,66,530,7.43,41.38,9422,19,48.92,143.77,36,29,753,5.78,35.58,14314,1984,39,21,T20I,2012
Pathira Vasan Dushmantha Chameera,,,Right hand Bat,Right arm Fast,6729, ,,Player_119,Pakistan,06-05-1991,7126,101,54.11,95.9,23,86,0,5.92,47.72,4050,45,18.51,81.99,20,23,791,8.99,19.35,9369,163,37.16,64.16,39,74,192,2.23,30.3,20545,983,485,28,"ODI,Test,T20I",2022
Priyam K Garg,,,Right hand Bat,Right arm Medium,4097, ,,Player_120,Ireland,23-12-1989,12651,18,29.67,141.94,9,74,152,6.23,33.9,325,63,23.59,109.67,44,91,422,5.46,18.36,3857,381,51.62,87.57,20,67,464,9.8,38.74,16833,1038,307,33,"ODI,Test",2016
Aman Hakim Khan,,,Right hand Bat,Right arm Medium,7192, ,,Player_121,Afghanistan,19-02-1992,8230,81,51.39,67.61,31,36,428,4.68,44.97,3740,229,20.64,110.48,16,9,347,5.3,32.66,10287,96,15.58,78.21,45,96,783,3.78,47.07,22257,1558,209,41,"Test,ODI",2010
Matthew Scott Wade,,,Left hand Bat,Right arm Medium,6734,Wicketkeeper,,Player_122,Sri Lanka,07-07-2016,7694,396,49.39,71.4,14,21,507,6.15,32.27,358,248,40.18,98.01,39,72,693,8.11,22.22,9864,142,56.03,136.09,47,75,374,5.78,31.33,17916,1574,271,46,"Test,T20I,ODI",2009
Shahbaz Ahmed,,,Left hand Bat,Slow Left arm Orthodox,4310, ,,Player_123,Zimbabwe,23-02-2017,12151,278,41.22,51.3,36,57,125,3.58,40.67,3777,245,35.18,131.57,12,76,146,6.66,39.26,10120,61,56.75,98.84,37,72,676,2.49,28.06,26048,947,135,9,"T20I,ODI",2024
Ravi Bishnoi,,,Right hand Bat,Legbreak Googly,4059, ,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441,Player_124,Bangladesh,21-01-2008,6640,338,34.72,51.42,19,67,490,8.44,41.42,5906,74,53.35,56.27,31,47,373,2.57,24.85,3839,241,17.77,52.68,39,31,691,6.18,30.43,16385,1554,86,44,ODI,2000
Kamlesh Lachham Nagarkoti,,,Right hand Bat,Right arm Fast,4134, ,,Player_125,Sri Lanka,09-05-2015,11779,364,58.98,132.94,2,92,481,3.49,23.57,10563,156,57.63,131.55,36,34,687,9.14,31.85,11370,237,11.69,120.8,33,74,628,5.04,31.93,33712,1796,59,29,"ODI,Test",2013
Daniel Richard Sams,,,Right hand Bat,Left arm Fast medium,4320, ,,Player_126,India,26-10-2018,5468,330,17.25,123.21,36,43,344,2.68,29.56,1721,222,30.24,99.48,49,53,674,2.25,24.33,4268,130,59.49,88.87,18,23,265,2.36,20.35,11457,1283,163,10,T20I,2004
Daryl Joseph Mitchell,,,Right hand Bat,Right arm Medium,7496, ,,Player_127,India,30-06-1983,920,128,46.26,85.5,39,33,737,5.49,38.39,1349,189,35.32,63.38,14,86,415,7.99,35.55,2553,92,34.11,103.11,26,6,377,4.68,33.95,4822,1529,2,33,ODI,2007
Chetan Sakariya,,,Left hand Bat,Left arm Medium fast,5422, ,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754,Player_128,Bangladesh,29-11-1995,7564,343,19.56,119.83,7,76,220,7.27,20.26,3696,51,58.58,138.57,11,80,686,8.07,21.71,10637,90,38.6,139.38,8,71,549,5.13,33.82,21897,1455,14,20,"T20I,Test,ODI",2000
Sandeep Lamichhane,,,Right hand Bat,Legbreak Googly,2352, ,,Player_129,Ireland,01-01-2010,10961,309,26.91,89.52,39,41,722,5.5,29.57,3896,87,23.81,114.92,48,70,493,9.62,18.74,4389,132,40.8,75.67,4,96,555,9.92,36.83,19246,1770,101,12,"T20I,ODI,Test",2006
Gade Hanuma Vihari,,,Right hand Bat,Right arm Offbreak,2910, ,,Player_130,Bangladesh,29-10-1980,12303,88,25.43,145.29,43,8,24,4.21,35.11,4260,312,49.62,66.35,14,15,558,2.43,19.64,551,122,49.48,74.03,4,88,73,3.66,29.61,17114,655,254,24,"ODI,Test,T20I",2001
Rilee Roscoe Rossouw,,,Left hand Bat,Right arm Offbreak,8349, ,,Player_131,Pakistan,30-09-1981,8684,212,57.35,146.71,22,94,527,6.47,49.88,9788,338,21.26,53.36,33,52,255,6.77,48.54,5566,341,50.6,76.32,24,0,437,6.36,37.62,24038,1219,224,20,"T20I,Test",2006
Josh Reginald Hazlewood,,,Left hand Bat,Right arm Fast medium,4664, ,,Player_132,Bangladesh,25-02-1980,13737,142,58.37,89.28,39,6,181,4.78,33.19,9819,65,44.07,64.11,5,39,685,5.42,22.55,11089,117,19.7,83.81,25,2,225,9.9,46.1,34645,1091,209,0,"T20I,Test,ODI",2006
Kyle Rico Mayers,,,Left hand Bat,Right arm Medium,8333, ,,Player_133,England,18-08-2015,9323,64,19.15,135.42,10,67,498,9.46,44.11,6941,149,22.68,110.88,16,99,102,4.65,40.67,9231,197,21.83,60.74,18,27,307,8.34,48.58,25495,907,22,4,"ODI,Test,T20I",2008
Lukman Iqbal Meriwala,,,Left hand Bat,Left arm Fast medium,5573, ,,Player_134,Sri Lanka,13-11-2003,11713,75,11.1,127.31,45,18,640,9.38,31.83,10694,19,54.19,67.93,47,19,120,2.72,20.17,5758,281,53.84,119.72,29,42,347,9.95,36.68,28165,1107,234,21,"T20I,Test",2021
Nikhil Shankar Naik,,,Right hand Bat, ,2894,Wicketkeeper,,Player_135,New Zealand,09-12-2014,8502,198,46,81,7,93,41,6.02,43.48,13464,32,38.07,72.58,48,87,418,6.5,21.46,9076,373,50.98,70.74,35,96,475,9.75,19.36,31042,934,130,6,"Test,ODI,T20I",2003
Prerak Nileshkumar Mankad,,,Right hand Bat,Right arm Medium,8191, ,,Player_136,West Indies,19-09-2013,8930,142,30.9,73.2,28,30,480,4.62,37.05,3808,327,19.3,52.51,19,68,349,5.83,34.28,13660,0,40.88,142.61,47,45,314,5.92,49.02,26398,1143,157,12,"T20I,ODI",2022
Abhishek Sharma,,,Left hand Bat,Slow Left arm Orthodox,2349, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Abhishek%20Sharma.png,Player_137,Ireland,25-04-2002,3241,315,14.44,95.82,29,34,747,7.9,46.37,5246,280,21.22,122.29,8,44,656,2.84,32.88,3051,210,59.73,71.57,47,0,524,7.57,40.59,11538,1927,172,44,"ODI,Test",2006
Kumar Kartikeya Singh,,,Right hand Bat,"Slow Left arm Orthodox, Left arm Wrist spin",7621, ,,Player_138,Bangladesh,26-10-1985,545,92,44.19,128.13,9,56,438,2.29,31.15,8384,45,34.69,131.04,4,5,41,6.9,48.45,5322,262,46.76,75.56,15,37,424,2.88,28.75,14251,903,16,22,ODI,2019
Adil Usman Rashid,,,Right hand Bat,Legbreak,6520, ,,Player_139,South Africa,06-06-2011,10653,304,37.26,146.02,38,84,401,5.8,37.34,10866,72,58.08,129.68,22,91,366,7.9,48.23,12421,331,20.79,79.7,6,90,523,5.53,22.71,33940,1290,369,20,Test,2017
Varun Chakravarthy Vinod,,,Right hand Bat,Legbreak Googly,2825, ,,Player_140,India,30-12-1980,4346,223,59.03,126.36,27,60,545,4.69,38.16,3845,353,48.48,62.76,32,68,28,8.14,42.95,13058,211,52.33,126.85,17,34,561,8.47,22.59,21249,1134,441,5,"T20I,ODI,Test",2012
Kartik Tyagi,,,Right hand Bat,Right arm Fast,4212, ,,Player_141,England,23-08-1998,13046,290,21.37,135.52,48,30,344,9.36,31.36,2577,312,34.42,140.33,37,48,784,9.24,37.27,11789,86,30.74,92.76,20,73,248,6.04,23.37,27412,1376,313,19,"Test,ODI",2010
Yashasvi Bhupendra Kumar Jaiswal,,,Left hand Bat,Legbreak,4104, ,,Player_142,Afghanistan,26-08-1992,9996,101,30.2,110.31,35,82,44,2.1,22.62,91,342,26.89,117.23,13,38,13,5.28,32.56,2555,152,11.81,131.93,30,75,630,7.62,19.46,12642,687,479,11,T20I,2008
Ishan Chandranath Porel,,,Right hand Bat,Right arm Medium,6519, ,,Player_143,Zimbabwe,19-04-2017,11404,266,37.13,133.54,12,94,645,6.42,20.99,4234,132,37.46,139.75,16,1,484,9.62,29.4,1089,349,26.07,128.49,0,73,568,7.97,46.87,16727,1697,365,39,T20I,2013
Heinrich Klaasen,,,Right hand Bat,Right arm Offbreak,1740,Wicketkeeper,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757,Player_144,West Indies,22-01-2016,13585,354,49.58,128.44,31,52,20,7.93,18.53,8672,54,47.42,94.72,18,38,188,8.92,48.31,12767,186,48.18,142.95,2,53,181,4.03,35.3,35024,389,184,8,ODI,2007
Virat Binod Singh,,,Left hand Bat,Legbreak Googly,5526, ,,Player_145,Ireland,13-01-1994,13919,109,37.44,87.7,35,31,633,5.88,45.95,6592,60,49.2,93.7,32,20,294,4.37,37.29,13150,60,58.01,125.66,30,97,775,9.01,40.4,33661,1702,390,49,Test,2020
Monu Kumar Singh,,,Right hand Bat,Right arm Medium,5181, ,,Player_146,New Zealand,09-01-1994,3810,329,40.65,105.2,36,65,69,2.68,25.57,13644,344,26.23,128.45,0,39,182,3.27,36.53,458,284,23.81,55.19,24,23,105,5.68,44.5,17912,356,422,27,"ODI,T20I,Test",2013
Nandre Burger,,,Left hand Bat,Left arm Fast medium,10135,,,Player_147,West Indies,04-07-1984,14202,264,21.31,130.48,25,58,47,9.78,24.77,11108,7,46.06,59.33,12,81,547,5.48,25.42,4721,94,22.33,133.73,7,27,190,3.68,43.33,30031,784,333,10,T20I,2020
Spencer Johnson,,,Left hand Bat,Left arm Fast,10159,,https://www.espncricinfo.com/cricketers/spencer-johnson-1123718,Player_148,Bangladesh,07-07-1982,7206,2,52.35,54.61,21,9,490,6.14,41.55,12627,271,42.89,102.09,45,53,36,5.22,19.49,12446,273,38.18,143.81,0,21,136,8.92,46.24,32279,662,441,31,"Test,ODI,T20I",2016
Sameer Rizvi,,,Right hand Bat,Right arm Offbreak,10070,,https://www.espncricinfo.com/cricketers/sameer-rizvi-1175489,Player_149,Pakistan,29-08-1987,9005,84,31.43,130.81,3,1,550,6.91,28.24,8128,245,57.96,133.64,26,11,13,6.61,48.25,6304,40,50.58,149.37,6,15,699,5.34,48.95,23437,1262,183,10,"Test,T20I",2024
Angkrish Raghuvanshi,,,Right hand Bat,Slow Left arm Orthodox,10291,,https://www.espncricinfo.com/cricketers/angkrish-raghuvanshi-1292495,Player_150,India,24-10-1997,12316,281,17.05,67.79,30,65,286,3.89,34.19,1075,175,56.55,133.02,5,80,634,6.67,28.04,13565,146,47.33,62.53,6,12,119,8,32.05,26956,1039,142,23,"ODI,Test,T20I",2013
Arshin Kulkarni,,,Right hand Bat,Right arm Medium,11192,,https://www.espncricinfo.com/cricketers/arshin-kulkarni-1403153,Player_151,India,27-01-1996,13245,327,43.21,101.47,17,59,9,5.87,23.2,2513,115,49.47,145.61,5,36,594,8,32.16,10199,245,38,111.33,7,99,753,6.38,48.41,25957,1356,43,14,Test,2023
Shams Mulani,,,Left hand Bat,Slow Left arm Orthodox,10169,,,Player_152,Afghanistan,11-03-1984,2032,303,20.8,130.83,37,87,541,5.43,48.71,8168,316,46.17,119.83,32,37,158,6.08,21.67,1920,131,41.57,69.95,18,99,71,5.05,41.15,12120,770,11,40,"Test,T20I",2004
Prince Yadav,,,Right hand Bat,Right arm Fast,11834,,https://www.espncricinfo.com/cricketers/prince-yadav-1350768,Player_153,Pakistan,17-05-2002,12764,116,14.88,75.38,23,16,755,2.6,45.25,6861,270,23.7,70.78,29,14,493,2.84,44.78,13227,296,22.1,76.25,16,61,754,8.48,20.26,32852,2002,7,34,"Test,T20I",2009
Richard Gleeson,,,Right hand Bat,Right arm Fast Medium,11212,,,Player_154,Zimbabwe,27-02-1989,12605,220,53.1,74.58,22,95,273,2.85,45.64,8990,192,52.3,52.03,45,6,328,8.87,18.88,7694,122,31.63,124.56,10,42,130,6.68,39.82,29289,731,79,16,"ODI,Test,T20I",2005
Manav Suthar,,,Left hand Bat,Slow Left arm Orthodox,11282,,https://www.espncricinfo.com/cricketers/manav-suthar-1175426,Player_155,Sri Lanka,03-01-2001,8436,153,33.01,90.28,21,15,599,8.7,31.02,12762,149,31.38,97.94,34,77,613,4.48,44.69,5668,142,22.77,147.77,46,86,456,5.12,39.97,26866,1668,296,24,"ODI,Test",2009
